NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
201200002045,KS-D0229-0823,2012000,KS-D0229,06,08,Aubry Bend Middle School,Blue Valley,Johnson County,12501 W. 175th St,Overland Park,KS,66221,,(913)624-2300,41,Rural: Fringe,No,No,–,–,751.00000,49.63000,15.1000000,13.00000,9.00000
200320001066,KS-D0437-6512,2003200,KS-D0437,PK,06,Auburn Elementary,Auburn Washburn,Shawnee County,Box 9,Auburn,KS,66402,0009,(785)339-4400,42,Rural: Distant,No,No,Yes,Yes,413.00000,31.00000,13.3000000,91.00000,48.00000
200363000918,KS-D0402-5560,2003630,KS-D0402,06,08,Augusta Middle School,Augusta,Butler County,1001 State St,Augusta,KS,67010,1178,(316)775-6383,31,Town: Fringe,No,No,Yes,Yes,527.00000,33.00000,16.0000000,153.00000,60.00000
200363000919,KS-D0402-5562,2003630,KS-D0402,09,12,Augusta Sr High,Augusta,Butler County,2020 Ohio,Augusta,KS,67010,2198,(316)775-5461,31,Town: Fringe,No,No,–,–,663.00000,44.60000,14.9000000,179.00000,58.00000
201226001440,KS-D0501-8446,2012260,KS-D0501,06,12,Avondale West,Topeka Public Schools,Shawnee County,3229 SW Westview Ave,Topeka,KS,66611,2597,(785)274-6400,12,City: Midsize,No,No,–,–,70.00000,6.50000,10.8000000,20.00000,2.00000
200035002073,KS-D0113-0462,2000350,KS-D0113,PK,08,Axtell Elementary School,Prairie Hills,Marshall County,204 5th St.,Axtell,KS,66403,,(785)736-2237,43,Rural: Remote,No,No,Yes,No,128.00000,10.10000,12.7000000,29.00000,20.00000
200035002016,KS-D0113-0399,2000350,KS-D0113,09,12,Axtell High,Prairie Hills,Marshall County,504 Pine Street,Axtell,KS,66403,0255,(785)736-2237,43,Rural: Remote,No,No,–,–,41.00000,6.83000,6.0000000,6.00000,6.00000
200372002015,KS-D0348-4151,2003720,KS-D0348,03,05,Baldwin Elementary Intermediate Center,Baldwin City,Douglas County,P.O. 67,Baldwin City,KS,66006,,(785)594-2446,31,Town: Fringe,No,No,Yes,No,301.00000,20.00000,15.1000000,57.00000,40.00000
200372001989,KS-D0348-4150,2003720,KS-D0348,PK,02,Baldwin Elementary Primary Center,Baldwin City,Douglas County,P.O. Box 67,Baldwin City,KS,66006,,(785)594-2444,31,Town: Fringe,No,No,Yes,No,355.00000,27.00000,13.1000000,67.00000,45.00000
200372000704,KS-D0348-4142,2003720,KS-D0348,09,12,Baldwin High School,Baldwin City,Douglas County,PO Box 67,Baldwin City,KS,66006,0067,(785)594-2725,31,Town: Fringe,No,No,–,–,452.00000,36.60000,12.3000000,84.00000,48.00000
200372000703,KS-D0348-4141,2003720,KS-D0348,06,08,Baldwin Junior High School,Baldwin City,Douglas County,PO Box 67,Baldwin City,KS,66006,0067,(785)594-2448,31,Town: Fringe,No,No,Yes,No,325.00000,24.20000,13.4000000,76.00000,33.00000
200795001388,KS-D0500-8279,2007950,KS-D0500,PK,05,Banneker Elem,Kansas City,Wyandotte County,2026 N 4th Street,Kansas City,KS,66101,3449,(913)627-4700,12,City: Midsize,No,No,Yes,Yes,369.00000,25.86000,14.3000000,300.00000,19.00000
200330001496,KS-D0506-8658,2003300,KS-D0506,KG,08,Bartlett Elem,Labette County,Labette County,Box 4676,Bartlett,KS,67332,,(620)226-3414,43,Rural: Remote,No,No,Yes,Yes,130.00000,11.30000,11.5000000,62.00000,21.00000
200378001184,KS-D0458-7160,2003780,KS-D0458,PK,05,Basehor Elementary School,Basehor-Linwood,Leavenworth County,P O Box 276,Basehor,KS,66007,0276,(913)724-1038,31,Town: Fringe,No,No,Yes,No,681.00000,42.90000,15.9000000,73.00000,32.00000
200378001186,KS-D0458-7164,2003780,KS-D0458,09,12,Basehor-Linwood High School,Basehor-Linwood,Leavenworth County,P O Box 255,Basehor,KS,66007,0255,(913)724-2266,31,Town: Fringe,No,No,–,–,880.00000,47.90000,18.4000000,83.00000,36.00000
200378001188,KS-D0458-7172,2003780,KS-D0458,06,08,Basehor-Linwood Middle School,Basehor-Linwood,Leavenworth County,2008 N 155TH,Basehor,KS,66007,,(913)724-2976,41,Rural: Fringe,No,No,Yes,No,650.00000,37.70000,17.2000000,76.00000,26.00000
200381001508,KS-D0508-8710,2003810,KS-D0508,07,12,Baxter Springs High,Baxter Springs,Cherokee County,100 N Military,Baxter Springs,KS,66713,,(620)856-3366,31,Town: Fringe,No,No,Yes,Yes,492.00000,28.35000,17.4000000,216.00000,58.00000
201299001619,KS-D0259-1623,2012990,KS-D0259,PK,05,Beech Elem,Wichita,Sedgwick County,1830 S Cypress,Wichita,KS,67207,5813,(316)973-9800,11,City: Large,No,No,Yes,Yes,578.00000,36.81000,15.7000000,376.00000,56.00000
200558000879,KS-D0443-6687,2005580,KS-D0443,KG,05,Beeson Elementary,Dodge City,Ford County,1700 W Beeson Rd,Dodge City,KS,67801,,(620)471-2113,41,Rural: Fringe,No,No,Yes,Yes,357.00000,25.00000,14.3000000,290.00000,38.00000
201164001521,KS-D0512-8782,2011640,KS-D0512,PK,06,Belinder Elem,Shawnee Mission Pub Sch,Johnson County,7230 Belinder Rd,Shawnee Mission,KS,66208,3302,(913)993-1800,21,Suburb: Large,No,No,–,–,481.00000,29.30000,16.4000000,24.00000,12.00000
200390000736,KS-D0357-4362,2003900,KS-D0357,PK,04,Belle Plaine Elem,Belle Plaine,Sumner County,Box 338,Belle Plaine,KS,67013,0338,(620)488-2617,42,Rural: Distant,No,No,Yes,Yes,255.00000,20.30000,12.6000000,97.00000,33.00000
200390000737,KS-D0357-4364,2003900,KS-D0357,09,12,Belle Plaine High,Belle Plaine,Sumner County,Box 8,Belle Plaine,KS,67013,0008,(620)488-2421,42,Rural: Distant,No,No,Yes,No,182.00000,17.00000,10.7000000,42.00000,13.00000
200390001584,KS-D0357-4363,2003900,KS-D0357,05,08,Belle Plaine Middle,Belle Plaine,Sumner County,Box 457,Belle Plaine,KS,67013,0457,(620)488-2222,42,Rural: Distant,No,No,Yes,Yes,174.00000,11.50000,15.1000000,63.00000,19.00000
200003001834,KS-D0109-2972,2000030,KS-D0109,PK,05,Belleville East Elementary,Republic County,Republic County,P.O. Box 469,Belleville,KS,66935,0469,(785)527-2330,43,Rural: Remote,No,No,Yes,Yes,259.00000,21.68000,11.9000000,99.00000,42.00000
200549002021,KS-D0232-0912,2005490,KS-D0232,PK,05,Belmont Elementary School,De Soto,Johnson County,5805 Belmont Dr,Shawnee,KS,66226,,(913)667-1810,21,Suburb: Large,No,No,–,–,495.00000,29.20000,17.0000000,33.00000,24.00000
200387000409,KS-D0273-2214,2003870,KS-D0273,PK,06,Beloit Elem,Beloit,Mitchell County,PO Box 586,Beloit,KS,67420,0586,(785)738-3581,33,Town: Remote,No,No,Yes,Yes,456.00000,37.70000,12.1000000,155.00000,40.00000
200387000410,KS-D0273-2218,2003870,KS-D0273,07,12,Beloit Jr-Sr High,Beloit,Mitchell County,PO Box 606,Beloit,KS,67420,0606,(785)738-3593,41,Rural: Fringe,No,No,Yes,Yes,358.00000,33.30000,10.8000000,91.00000,52.00000
200396000164,KS-D0240-1078,2003960,KS-D0240,PK,06,Bennington Elem,Twin Valley,Ottawa County,PO Box 8,Bennington,KS,67422,0008,(785)488-3323,43,Rural: Remote,No,No,Yes,Yes,225.00000,17.20000,13.1000000,81.00000,18.00000
200396000165,KS-D0240-1080,2003960,KS-D0240,07,12,Bennington Junior High/High School,Twin Valley,Ottawa County,Box 8,Bennington,KS,67422,0008,(785)488-3321,43,Rural: Remote,No,No,Yes,No,196.00000,15.05000,13.0000000,61.00000,22.00000
200684001078,KS-D0440-6586,2006840,KS-D0440,PK,03,Bentley Primary School,Halstead,Sedgwick County,Box 65,Bentley,KS,67016,,(316)835-3000,42,Rural: Distant,No,No,Yes,Yes,247.00000,15.10000,16.4000000,77.00000,46.00000
201299000253,KS-D0259-1622,2012990,KS-D0259,PK,05,Benton Elem,Wichita,Sedgwick County,338 S Woodchuck Ln,Wichita,KS,67209,2034,(316)973-3300,11,City: Large,No,No,Yes,Yes,313.00000,25.21000,12.4000000,183.00000,31.00000
201014001000,KS-D0233-2785,2010140,KS-D0233,PK,05,Bentwood Elem,Olathe,Johnson County,13000 Bond St,Overland Park,KS,66213,,(913)780-7320,12,City: Midsize,No,No,–,–,344.00000,23.20000,14.8000000,31.00000,4.00000
200639001207,KS-D0457-7147,2006390,KS-D0457,05,06,Bernadine Sitts Intermediate Ctr,Garden City,Finney County,3101 N Belmont,Garden City,KS,67846,9803,(620)805-8200,41,Rural: Fringe,No,No,Yes,Yes,504.00000,37.40000,13.5000000,306.00000,90.00000
201218001133,KS-D0450-6938,2012180,KS-D0450,PK,06,Berryton Elem,Shawnee Heights,Shawnee County,2921 SE 69th Street,Berryton,KS,66409,9709,(785)861-1300,41,Rural: Fringe,No,No,–,–,471.00000,31.00000,15.2000000,108.00000,42.00000
200795001399,KS-D0500-8293,2007950,KS-D0500,PK,05,Bertram Caruthers Elem,Kansas City,Wyandotte County,1100 Waverly,Kansas City,KS,66104,5650,(913)627-4750,12,City: Midsize,No,No,Yes,Yes,366.00000,23.06000,15.9000000,323.00000,16.00000
200795001422,KS-D0500-8326,2007950,KS-D0500,KG,05,Bethel Elem,Kansas City,Wyandotte County,7850 Yecker,Kansas City,KS,66109,1658,(913)627-3000,12,City: Midsize,No,No,Yes,Yes,204.00000,13.96000,14.6000000,128.00000,42.00000
201131000942,KS-D0407-5718,2011310,KS-D0407,02,05,Bickerdyke Elem,Russell County,Russell County,348 N Maple,Russell,KS,67665,2741,(785)483-6066,33,Town: Remote,No,No,Yes,Yes,266.00000,20.00000,13.3000000,124.00000,28.00000
200840001376,KS-D0497-8215,2008400,KS-D0497,06,08,Billy Mills Middle School,Lawrence,Douglas County,2734 Louisiana St,Lawrence,KS,66046,4699,(785)832-5450,13,City: Small,No,No,Yes,Yes,601.00000,52.30000,11.5000000,279.00000,49.00000
201014000145,KS-D0233-0876,2010140,KS-D0233,PK,05,Black Bob Elem,Olathe,Johnson County,14701 S Brougham Dr,Olathe,KS,66062,2628,(913)780-7310,21,Suburb: Large,No,No,Yes,No,297.00000,20.90000,14.2000000,44.00000,30.00000
201299000254,KS-D0259-1624,2012990,KS-D0259,PK,05,Black Traditional Magnet Elem,Wichita,Sedgwick County,1045 High,Wichita,KS,67203,4399,(316)973-3500,11,City: Large,No,Yes,Yes,Yes,411.00000,26.81000,15.3000000,274.00000,35.00000
200573002105,KS-D0490-8011,2005730,KS-D0490,PK,05,Blackmore Elementary,El Dorado,Butler County,530 N. Orchard St.,El Dorado,KS,67042,,(316)322-4850,32,Town: Distant,No,No,Yes,Yes,378.00000,19.20000,19.7000000,243.00000,37.00000
200462001246,KS-D0473-7534,2004620,KS-D0473,KG,05,Blue Ridge Elem,Chapman,Dickinson County,PO Box 249,Chapman,KS,67431,,(785)598-2226,42,Rural: Distant,No,No,Yes,Yes,77.00000,6.50000,11.8000000,15.00000,9.00000
201200001269,KS-D0229-7786,2012000,KS-D0229,KG,05,Blue River Elementary,Blue Valley,Johnson County,5101 W. 163rd Terrace,Overland Park,KS,66085,9383,(913)239-6000,12,City: Midsize,No,No,–,–,473.00000,31.50000,15.0000000,21.00000,9.00000
201200000112,KS-D0229-0770,2012000,KS-D0229,09,12,Blue Valley High,Blue Valley,Johnson County,6001 W. 159th St.,Stilwell,KS,66085,8808,(913)239-4800,12,City: Midsize,No,No,–,–,1591.00000,98.00000,16.2000000,74.00000,43.00000
201098000857,KS-D0384-5166,2010980,KS-D0384,09,12,Blue Valley High,Blue Valley,Riley County,PO Box 68,Randolph,KS,66554,,(785)293-5255,42,Rural: Distant,No,No,Yes,No,59.00000,7.10000,8.3000000,10.00000,10.00000
201200000115,KS-D0229-0776,2012000,KS-D0229,06,08,Blue Valley Middle,Blue Valley,Johnson County,5001 W. 163rd Terrace,Overland Park,KS,66085,9385,(913)239-5100,12,City: Midsize,No,No,Yes,No,569.00000,43.00000,13.2000000,46.00000,27.00000
201200001644,KS-D0229-0769,2012000,KS-D0229,09,12,Blue Valley North High,Blue Valley,Johnson County,12200 Lamar Ave.,Overland Park,KS,66209,2711,(913)239-3000,12,City: Midsize,No,No,Yes,No,1469.00000,92.20000,15.9000000,99.00000,59.00000
201200000541,KS-D0229-7774,2012000,KS-D0229,09,12,Blue Valley Northwest High,Blue Valley,Johnson County,13260 Switzer Road,Overland Park,KS,66213,3306,(913)239-3400,12,City: Midsize,No,No,Yes,No,1608.00000,93.70000,17.2000000,84.00000,59.00000
201200001990,KS-D0229-0820,2012000,KS-D0229,09,12,Blue Valley Southwest High School,Blue Valley,Johnson County,17600 Quivira Road,Overland Park,KS,66062,,(913)624-2000,41,Rural: Fringe,No,No,–,–,1098.00000,78.00000,14.1000000,29.00000,21.00000
201200001533,KS-D0229-7777,2012000,KS-D0229,09,12,Blue Valley West High,Blue Valley,Johnson County,16200 Antioch Road,Overland Park,KS,66085,9382,(913)239-3700,41,Rural: Fringe,No,No,–,–,1594.00000,101.00000,15.8000000,57.00000,44.00000
201164001522,KS-D0512-8784,2011640,KS-D0512,PK,06,Bluejacket-Flint,Shawnee Mission Pub Sch,Johnson County,11615 W 49th Ter,Shawnee Mission,KS,66203,1099,(913)993-2000,21,Suburb: Large,No,No,Yes,Yes,419.00000,28.50000,14.7000000,133.00000,64.00000
200918001875,KS-D0383-5114,2009180,KS-D0383,PK,06,Bluemont Elementary School,Manhattan-Ogden,Riley County,714 Bluemont Ave.,Manhattan,KS,66502,,(785)587-2030,13,City: Small,No,No,Yes,Yes,309.00000,25.90000,11.9000000,142.00000,24.00000
200855000037,KS-D0205-0238,2008550,KS-D0205,PK,06,Bluestem Elementary School,Bluestem,Butler County,501 Mill Road,Leon,KS,67074,,(316)742-3291,42,Rural: Distant,No,No,Yes,Yes,273.00000,16.80000,16.3000000,106.00000,20.00000
200855000038,KS-D0205-0240,2008550,KS-D0205,07,12,Bluestem Jr/Sr High,Bluestem,Butler County,500 Bluestem Drive,Leon,KS,67074,,(316)742-3281,42,Rural: Distant,No,No,Yes,Yes,235.00000,22.00000,10.7000000,93.00000,24.00000
200405000029,KS-D0204-0210,2004050,KS-D0204,PK,05,Bonner Springs Elementary,Bonner Springs,Wyandotte County,212 S Neconi,Bonner Springs,KS,66012,,(913)441-1777,21,Suburb: Large,No,No,Yes,Yes,432.00000,32.40000,13.3000000,181.00000,58.00000
200405000031,KS-D0204-0214,2004050,KS-D0204,09,12,Bonner Springs High,Bonner Springs,Wyandotte County,100 McDanield,Bonner Springs,KS,66012,,(913)422-5121,21,Suburb: Large,No,No,Yes,Yes,809.00000,50.25000,16.1000000,213.00000,113.00000
201299000843,KS-D0259-1708,2012990,KS-D0259,PK,05,Bostic Traditional Magnet Elem,Wichita,Sedgwick County,8103 E Gilbert,Wichita,KS,67207,2341,(316)973-1800,11,City: Large,No,Yes,–,–,265.00000,18.40000,14.4000000,76.00000,29.00000
